
url,codigo,description,title
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tecnologia-de-alimentos-principios-e-aplicacoes.phtml,1040,Especializada em Livros Ciências Agrária,Tecnologia de Alimentos - Princípios e Aplicações - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tecnologia-de-abate-e-tipificacao-de-carcacas.phtml,536,Especializada em Livros Ciências Agrária,Tecnologia de Abate e Tipificação de Carcaças - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tecnologia-da-panificacao.phtml,1008,Especializada em Livros Ciências Agrária,Tecnologia da Panificação - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tabela-de-equivalentes-medidas-caseiras-e-composicao-quimica-dos-alimentos.phtml,670,Especializada em Livros Ciências Agrária,"Tabela de Equivalentes, Medidas Caseiras e Composição Química dos Alimentos - AGROLIVROS"
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tabela-de-composicao-quimica-dos-alimentos.phtml,167,Especializada em Livros Ciências Agrária,Tabela de Composição Química dos Alimentos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/atlas-colorido-de-anatomia-veterinaria-do-cao-e-do-gato.phtml,66,Especializada em Livros Ciências Agrária,Atlas Colorido de Anatomia Veterinária do Cão e do Gato - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/atlas-de-citologia-de-caes-e-gatos.phtml,80,Especializada em Livros Ciências Agrária,Atlas de Citologia de Cães e Gatos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/atlas-colorido-de-anatomia-veterinaria-de-equinos.phtml,1222,Especializada em Livros Ciências Agrária,Atlas Colorido de Anatomia Veterinária  de Equinos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/atlas-colorido-de-anatomia-veterinaria-dos-ruminantes-1.phtml,65,Especializada em Livros Ciências Agrária,Atlas Colorido de Anatomia Veterinária  dos Ruminantes - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/oncologia-em-caes-e-gatos.phtml,912,Especializada em Livros Ciências Agrária,Oncologia em Cães e Gatos - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/treinamento-fisico-desportivo-e-alimentacao.phtml,470,Especializada em Livros Ciências Agrária,Treinamento Físico-Desportivo e Alimentação - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tratado-de-alimentacao-nutricao-e-dietoterapia.phtml,701,Especializada em Livros Ciências Agrária,"Tratado de Alimentação, Nutrição e Dietoterapia - AGROLIVROS"
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/transtornos-alimentares-e-obesidade-1.phtml,612,Especializada em Livros Ciências Agrária,Transtornos Alimentares e Obesidade - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tecnologia-para-a-producao-de-canola-no-rio-grande-do-sul.phtml,1243,Especializada em Livros Ciências Agrária,Tecnologia para a Produção de Canola no Rio Grande do Sul - AGROLIVROS
http://www.agrolivros.com.br/pastagens-e-alimentacao-animal/sistema-vicosa-de-formulacao-de-racoes.phtml,424,Especializada em Livros Ciências Agrária,Sistema Viçosa de Formulação de Rações - AGROLIVROS
http://www.agrolivros.com.br/pastagens-e-alimentacao-animal/recuperacao-de-pastagens-1.phtml,1187,Especializada em Livros Ciências Agrária,Recuperação de Pastagens - AGROLIVROS
http://www.agrolivros.com.br/pastagens-e-alimentacao-animal/producao-e-utilizacao-de-silagem-de-milho-e-sorgo.phtml,423,Especializada em Livros Ciências Agrária,Produção e Utilização de Silagem de Milho e Sorgo - AGROLIVROS
http://www.agrolivros.com.br/pastagens-e-alimentacao-animal/producao-de-ruminantes-em-pastagens.phtml,876,Especializada em Livros Ciências Agrária,Produção de Ruminantes em Pastagens - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-corte/sistema-de-cruzamento-.phtml,1433,Especializada em Livros Ciências Agrária,Sistema de Cruzamento  - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-corte/rhipicephalus-boophilus-microplus-biologia-controle-e-resistencia-1.phtml,1032,Especializada em Livros Ciências Agrária,"Rhipicephalus (Boophilus) microplus - Biologia, Controle e Resistência - AGROLIVROS"
http://www.agrolivros.com.br/pecuaria-de-leite/vacas-leiteiras-aspectos-praticos-da-alimentacao.phtml,1066,Especializada em Livros Ciências Agrária,Vacas Leiteiras - Aspectos Práticos da Alimentação - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-leite/racas-de-gado-leiteiro-1.phtml,1150,Especializada em Livros Ciências Agrária,Raças de Gado Leiteiro - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-leite/qualidade-do-leite-bovino-variacoes-no-tropico-e-no-subtropico.phtml,1313,Especializada em Livros Ciências Agrária,"Leite qualidade e produção, bovino de leite - AGROLIVROS"
http://www.agrolivros.com.br/veterinaria-e-zootecnia/procedimentos-clinicos-veterinarios-na-pratica-de-grandes-animais.phtml,1311,Especializada em Livros Ciências Agrária,procedimentos-clinicos-veterinarios-na-pratica-de-grandes-animais - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-corte/principais-doencas-em-bovinos-1.phtml,1149,Especializada em Livros Ciências Agrária,Principais Doenças em Bovinos - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-leite/pecuaria-de-leite-custos-de-producao-e-analise-economica.phtml,1203,Especializada em Livros Ciências Agrária,Pecuária de Leite - Custos de Produção e Análise Economica - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-corte/nutricao-de-bovinos-conceitos-basicos-e-aplicados.phtml,874,Especializada em Livros Ciências Agrária,Nutrição de Bovinos - Conceitos Básicos e Aplicados - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-leite/manual-para-inspecao-da-qualidade-do-leite.phtml,107,livro qualidade do leite,Manual para Inspeção da Qualidade do Leite livro - AGROLIVROS
http://www.agrolivros.com.br/pequenas-criacoes-e-animais-silvestres/tudo-sobre-seu-coelho-1.phtml,360,Especializada em Livros Ciências Agrária,Tudo Sobre seu Coelho - AGROLIVROS
http://www.agrolivros.com.br/agricultura-organica-e-sustentavel/minhocas-manual-pratico-sobre-minhocultura-1.phtml,1163,Especializada em Livros Ciências Agrária,Minhocas - Manual Prático Sobre Minhocultura - AGROLIVROS
http://www.agrolivros.com.br/pequenas-criacoes-e-animais-silvestres/criacao-pratica-de-escargots.phtml,359,Especializada em Livros Ciências Agrária,Criação Prática de Escargots - AGROLIVROS
http://www.agrolivros.com.br/Avicultura/criacao-domestica-de-patos-marrecos-e-perus.phtml,307,Especializada em Livros Ciências Agrária,"Criação Doméstica de Patos, Marrecos e Perus - AGROLIVROS"
http://www.agrolivros.com.br/pequenas-criacoes-e-animais-silvestres/criacao-de-pacas.phtml,1059,Especializada em Livros Ciências Agrária,Criação de Pacas - AGROLIVROS
http://www.agrolivros.com.br/Piscicultura-Aquicultura-1/tudo-sobre-seu-peixe-dourado-1.phtml,344,Especializada em Livros Ciências Agrária,Tudo Sobre seu Peixe - Dourado - AGROLIVROS
http://www.agrolivros.com.br/Piscicultura-Aquicultura-1/tilapia-criacao-sustentavel-em-tanques-rede.phtml,1175,Especializada em Livros Ciências Agrária,Tilápia - Criação Sustentável em Tanques-rede - AGROLIVROS
http://www.agrolivros.com.br/nutricao-e-tecnologia-de-alimentos/tecnologia-do-pescado-ciencia-tecnologia-inovacao-e-legislacao.phtml,1318,Especializada em Livros Ciências Agrária,"Tecnologia do Pescado - Ciência, Tecnologia, Inovação e Legislação - AGROLIVROS"
http://www.agrolivros.com.br/Piscicultura-Aquicultura-1/sanidade-de-organismos-aquaticos-1.phtml,704,Especializada em Livros Ciências Agrária,Sanidade de Organismos Aquáticos - AGROLIVROS
http://www.agrolivros.com.br/Piscicultura-Aquicultura-1/policultivo-de-jundias-tilapias-e-carpas-1.phtml,588,Especializada em Livros Ciências Agrária,"Policultivo de Jundiás, Tilápias e Carpas - AGROLIVROS"
http://www.agrolivros.com.br/Piscicultura-Aquicultura-1/piscicultura-fundamental-1.phtml,343,Especializada em Livros Ciências Agrária,Piscicultura Fundamental - AGROLIVROS
http://www.agrolivros.com.br/pl-medicinais-e-condimentares/uso-de-plantas-medicinais.phtml,1188,Especializada em Livros Ciências Agrária,Uso de Plantas Medicinais - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/tulipas-guia-pratico-1.phtml,466,Especializada em Livros Ciências Agrária,Tulipas - Guia Prático - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/poluicao-ambiental-inpactos-no-meio-fisico.phtml,770,Especializada em Livros Ciências Agrária,Poluição Ambiental - Inpactos no Meio Físico - AGROLIVROS
http://www.agrolivros.com.br/pl-medicinais-e-condimentares/plantas-terapeuticas-1.phtml,368,Especializada em Livros Ciências Agrária,Plantas Terapêuticas - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/propagacao-de-plantas-ornamentais.phtml,779,Especializada em Livros Ciências Agrária,Propagação de Plantas Ornamentais - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/rosas-guia-pratico-1.phtml,465,Especializada em Livros Ciências Agrária,Rosas - Guia Prático - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/producao-de-mudas-para-arborizacao-urbana.phtml,1333,Especializada em Livros Ciências Agrária,Produção de Mudas para Arborização Urbana - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/producao-comercial-de-rosas.phtml,1091,Especializada em Livros Ciências Agrária,Produção Comercial de Rosas - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/producao-comercial-de-plantas-ornamentais.phtml,33,Produção Comercial de Plantas Ornamentais,Produção Comercial de Plantas Ornamentais - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/plantas-tropicais-guia-para-o-novo-paisagismo-1.phtml,464,Especializada em Livros Ciências Agrária,Plantas Tropicais - Guia para o Novo Paisagismo - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/plantas-perenes-guia-pratico-1.phtml,1164,Especializada em Livros Ciências Agrária,Plantas Perenes - Guia Prático - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/orquideas-guia-pratico-1.phtml,461,Especializada em Livros Ciências Agrária,Orquídeas - Guia Prático - AGROLIVROS
http://www.agrolivros.com.br/Silvicultura/viveiros-florestais-propagacao-sexuada.phtml,1213,Especializada em Livros Ciências Agrária,Viveiros Florestais -  Propagação Sexuada - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/verdes-urbanos-e-rurais-1.phtml,192,Especializada em Livros Ciências Agrária,Verdes Urbanos e Rurais - AGROLIVROS
http://www.agrolivros.com.br/Silvicultura/transporte-rodoviario-florestal-1.phtml,721,Especializada em Livros Ciências Agrária,Transporte Rodoviário Florestal - AGROLIVROS
http://www.agrolivros.com.br/Culturas/sistemas-de-integracao-lavoura-pecuaria-floresta.phtml,1330,Especializada em Livros Ciências Agrária,Sistemas de Integração Lavoura - pecuária - floresta - AGROLIVROS
http://www.agrolivros.com.br/biologia-botanica-e-genetica-1/silvicultura-clonal-principios-e-tecnicas-1.phtml,1036,Especializada em Livros Ciências Agrária,Silvicultura Clonal - Princípios e Técnicas - AGROLIVROS
http://www.agrolivros.com.br/Plantas-Ornamentais-e-Jardinagem/flores-tropicais-tropical-flowers-1.phtml,532,Especializada em Livros Ciências Agrária,"Flores Tropicais / Tropical Flowers, orquídeas - AGROLIVROS"
http://www.agrolivros.com.br/Silvicultura/seringueira-nutricao-e-adubacao-no-brasil.phtml,903,Especializada em Livros Ciências Agrária,Seringueira - Nutrição e Adubação no Brasil - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/restauracao-florestal-fundamentos-e-estudos-de-caso.phtml,530,Especializada em Livros Ciências Agrária,Restauração Florestal - Fundamentos e Estudos de Caso - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/restauracao-ecologica-de-ecossistemas-degradados.phtml,1205,Especializada em Livros Ciências Agrária,Restauração Ecológica de Ecossistemas Degradados - AGROLIVROS
http://www.agrolivros.com.br/Silvicultura/reflorestamento-de-propriedades-rurais-para-fins-produtivos-e-ambientais-1.phtml,333,Especializada em Livros Ciências Agrária,Reflorestamento de Propriedades Rurais para fins Produtivos e Ambientais - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/recuperacao-de-matas-ciliares.phtml,970,Especializada em Livros Ciências Agrária,Recuperação de Matas Ciliares - AGROLIVROS
http://www.agrolivros.com.br/Silvicultura/propagacao-vegetativa-de-especies-florestais.phtml,1214,Especializada em Livros Ciências Agrária,Propagação Vegetativa de Espécies Florestais - AGROLIVROS
http://www.agrolivros.com.br/horticultura/horta-em-pequenos-espacos-1.phtml,1423,Especializada em Livros Ciências Agrária,Horta em Pequenos Espaços - AGROLIVROS
http://www.agrolivros.com.br/agricultura-organica-e-sustentavel/cultivo-ecologico-de-hortalicas-como-cultivar-hortalicas-sem-veneno-1.phtml,950,Especializada em Livros Ciências Agrária,Cultivo Ecológico de Hortaliças - Como Cultivar Hortaliças sem Veneno - AGROLIVROS
http://www.agrolivros.com.br/horticultura/guia-do-horticultor-1.phtml,1015,Aprenda  como fazer você mesmo uma horta em grandes ou pequenos espaços. Ótimo livro com todas as etapas do cultivo,Guia do Horticultor - Faça você mesmo sua horta para grandes ou pequenos espaços - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/utilizacao-do-gps-em-trilhas-e-calculo-de-reas.phtml,693,Especializada em Livros Ciências Agrária,Utilização do GPS em Trilhas e Cálculo de Áreas - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/topografia-geral-1.phtml,875,Especializada em Livros Ciências Agrária,Topografia Geral - AGROLIVROS
http://www.agrolivros.com.br/adubacao-irrigacao-e-solos/topografia-altimetria-1.phtml,995,Especializada em Livros Ciências Agrária,Topografia - Altimetria - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/topografia-1.phtml,655,Especializada em Livros Ciências Agrária,Topografia - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/sistemas-e-ciencia-da-informacao-geografica-.phtml,1259,Especializada em Livros Ciências Agrária,Sistemas e Ciência da Informação Geográfica  - AGROLIVROS
http://www.agrolivros.com.br/horticultura/minha-horta-praticas-gerais.phtml,1348,"Com ajuda deste livro, você saberá de todos os passos para começar o plantio de verduras e hortaliças.","Minha Horta - Práticas Gerais, horta doméstica, horta orgânica - AGROLIVROS"
http://www.agrolivros.com.br/horticultura/hortalicas-calendario-de-plantio-e-colheita-em-todas-as-regioes-brasileiras.phtml,1228,Especializada em Livros Ciências Agrária,Hortaliças - Calendário de plantio e colheita em todas as regiões brasileiras - AGROLIVROS
http://www.agrolivros.com.br/agricultura-organica-e-sustentavel/cultive-uma-horta-e-um-pomar-horganicos.phtml,1221,Especializada em Livros Ciências Agrária,Cultive uma Horta e um Pomar Horgânicos - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/secagem-industrial-1.phtml,902,Especializada em Livros Ciências Agrária,Secagem Industrial - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/reuso-de-gua-1.phtml,646,Especializada em Livros Ciências Agrária,Reúso de Água - AGROLIVROS
http://www.agrolivros.com.br/ecologia-e-meio-ambiente/reuso-da-gua-1.phtml,12,Especializada em Livros Ciências Agrária,Reúso da Água - AGROLIVROS
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/regulagem-e-operacao-de-grade-de-arrasto.phtml,1200,Especializada em Livros Ciências Agrária,"Regulagem e Operação de Grade de Arrasto, mecanização agrícola, máquinas agrícolas - AGROLIVROS"
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/regulagem-e-operacao-de-subsolador.phtml,1361,Especializada em Livros Ciências Agrária,"Regulagem e Operação de Subsolador, Mecanização Agrícola - AGROLIVROS"
http://www.agrolivros.com.br/tecnologia-e-engenharia-agricola/operacao-e-manutencao-de-pulverizador-costal-motorizado.phtml,1005,Especializada em Livros Ciências Agrária,Operação e Manutenção de Pulverizador Costal Motorizado - AGROLIVROS
http://www.agrolivros.com.br/suinocultura/suinos-producao.phtml,1376,Especializada em Livros Ciências Agrária,"suinos-producao, suínos, suinocultura - AGROLIVROS"
http://www.agrolivros.com.br/suinocultura/suinos-manejo-.phtml,1410,Especializada em Livros Ciências Agrária,Suínos: Manejo  - AGROLIVROS
http://www.agrolivros.com.br/suinocultura/suinos-500-perguntas-500-respostas-1.phtml,335,Especializada em Livros Ciências Agrária,Suínos - 500 perguntas / 500 respostas - AGROLIVROS
http://www.agrolivros.com.br/suinocultura/suinocultura-intensiva-producao-manejo-e-saude-do-rebanho.phtml,334,Especializada em Livros Ciências Agrária,"Suinocultura Intensiva - Produção, Manejo e Saúde do Rebanho - AGROLIVROS"
http://www.agrolivros.com.br/suinocultura/suinocultura-manual-pratico-de-criacao.phtml,1207,Especializada em Livros Ciências Agrária,Suinocultura - Manual Pratico de Criação - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/tratado-de-tecnica-cirurgica-veterinaria-1.phtml,919,Especializada em Livros Ciências Agrária,Tratado de Técnica Cirúrgica Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/semiologia-veterinaria-a-arte-do-diagnostico-1.phtml,160,Especializada em Livros Ciências Agrária,Semiologia Veterinária - A Arte do Diagnóstico - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/radiologia-abdominal-para-o-clinico-de-pequenos-animais-1.phtml,151,Especializada em Livros Ciências Agrária,Radiologia Abdominal para o Clínico de Pequenos Animais - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/parasitologia-veterinaria-manual-de-referencia-1.phtml,987,Especializada em Livros Ciências Agrária,Parasitologia Veterinária - Manual de Referência - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/parasitologia-veterinaria-1.phtml,147,Especializada em Livros Ciências Agrária,Parasitologia Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/ortopedia-e-tratamento-de-fraturas-de-pequenos-animais-1.phtml,130,Especializada em Livros Ciências Agrária,Ortopedia e Tratamento de Fraturas de Pequenos Animais - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/oftalmologia-clinica-em-animais-de-companhia-1.phtml,1037,Especializada em Livros Ciências Agrária,Oftalmologia Clínica em Animais de Companhia - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/oftalmologia-clinica-e-cirurgia-em-caes-e-em-gatos.phtml,913,Especializada em Livros Ciências Agrária,Oftalmologia Clínica e Cirúrgia em Cães e em Gatos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/odontologia-em-pequenos-animais-1.phtml,553,Especializada em Livros Ciências Agrária,Odontologia em Pequenos Animais - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/obstetricia-veterinaria-2.phtml,797,Especializada em Livros Ciências Agrária,"Obstetrícia Veterinária, gestação, andrologia - AGROLIVROS"
http://www.agrolivros.com.br/veterinaria-e-zootecnia/o-paciente-felino-1.phtml,777,Especializada em Livros Ciências Agrária,O Paciente Felino - AGROLIVROS
http://www.agrolivros.com.br/pecuaria-de-corte/o-controle-do-carrapato-do-boi-1.phtml,139,Especializada em Livros Ciências Agrária,O Controle do Carrapato do Boi - AGROLIVROS
http://www.agrolivros.com.br/Equinos-1/o-cavalo-caracteristicas-manejo-e-alimentacao.phtml,1061,Especializada em Livros Ciências Agrária,"O Cavalo: Características, Manejo e Alimentação - AGROLIVROS"
http://www.agrolivros.com.br/veterinaria-e-zootecnia/nutricao-para-caes-e-gatos.phtml,1022,Nutrição para Cães e Gatos livro,Nutrição para Cães e Gatos livro - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/quimioterapia-antineoplasica-em-caes-e-gatos.phtml,550,Especializada em Livros Ciências Agrária,Quimioterapia Antineoplásica em Cães e Gatos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/quimioterapia-anticancerigena-1.phtml,150,Especializada em Livros Ciências Agrária,Quimioterapia Anticancerígena - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/problemas-comportamentais-do-cao-e-do-gato.phtml,988,Especializada em Livros Ciências Agrária,Problemas Comportamentais do Cão e do Gato - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/compendio-de-andrologia-e-inseminacao-artificial-em-animais-de-fazenda.phtml,687,Especializada em Livros Ciências Agrária,Compêndio de Andrologia e Inseminação Artificial em Animais de Fazenda - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/exame-de-gestacao-em-bovinos-por-meio-da-ultrassonografia.phtml,899,Especializada em Livros Ciências Agrária,Exame de Gestação em Bovinos por meio da Ultrassonografia - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/fertilidade-e-obstetricia-nos-bovinos-1.phtml,98,Especializada em Livros Ciências Agrária,Fertilidade e Obstetrícia nos Bovinos - AGROLIVROS
http://www.agrolivros.com.br/Avicultura/prevencao-e-controle-de-doencas-infecciosas-nas-aves-de-producao.phtml,1065,Especializada em Livros Ciências Agrária,Prevenção e Controle de Doenças Infecciosas nas Aves de Produção - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/plantas-medicinais-usados-na-medicina-veterinaria-1.phtml,799,Especializada em Livros Ciências Agrária,Plantas Medicinais Usados na Medicina Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/patologia-veterinaria.phtml,149,Especializada em Livros Ciências Agrária,Patologia Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/patologia-veterinaria-2.phtml,148,Especializada em Livros Ciências Agrária,Patologia Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/patologia-da-reproducao-dos-animais-domesticos.phtml,977,Especializada em Livros Ciências Agrária,Patologia da Reprodução dos Animais Domésticos - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/parasitologia-veterinaria-de-georgis-1.phtml,552,Especializada em Livros Ciências Agrária,Parasitologia Veterinária de Georgis - AGROLIVROS
http://www.agrolivros.com.br/Avicultura/patologia-aviaria-1.phtml,933,Especializada em Livros Ciências Agrária,Patologia Aviária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/segredos-em-oncologia-veterinaria-1.phtml,159,Especializada em Livros Ciências Agrária,Segredos em Oncologia Veterinária - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/segredos-em-cirurgia-de-pequenos-animais-1.phtml,156,Especializada em Livros Ciências Agrária,Segredos em Cirurgia de Pequenos Animais - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/segredos-em-anestesia-veterinaria-e-manejo-da-dor-1.phtml,155,Especializada em Livros Ciências Agrária,Segredos em Anestesia Veterinária e Manejo da Dor - AGROLIVROS
http://www.agrolivros.com.br/Avicultura/saude-aviaria-e-doencas-1.phtml,795,Especializada em Livros Ciências Agrária,Saúde Aviária  e Doenças - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/reproducao-ovina-e-caprina.phtml,1029,Especializada em Livros Ciências Agrária,Reprodução Ovina e Caprina - AGROLIVROS
http://www.agrolivros.com.br/veterinaria-e-zootecnia/reproducao-em-eguas-para-veterinarios-de-equinos.phtml,582,Especializada em Livros Ciências Agrária,Reprodução em Éguas para Veterinários de Eqüinos - AGROLIVROS
